Sebep Kod,Sebep Açıklama,Zorunlu Alan,Sebep Nevi
1738,663 SKHK. 32. MD. 6. FIK. AYLIKSIZ İZİNDE İKEN SÖZLEŞME SONU GÖREVİNDEN AYRILIŞ,Bitiş Tarihi,6
1739,4924 S.K. SÖZLEŞMELİ STATÜDE GÖREVE BAŞLAMA,Başlama Tarihi,5
1740,4924 S.K. SÖZLEŞMELİ STATÜDE GÖREVDEN AYRILIŞ,Bitiş Tarihi,6
1741,NAKLEN TAYİN GİDEN (KAMU İDARESİ İÇİ) MAHKEME KARARI İLE UNVAN DEĞİŞİKLİĞİ,Bitiş Tarihi,6
1742,3517 S.K. GÖRE PTT YE DEVİR,Başlama Tarihi,5
1743,4397 S.K. GÖRE TRT YE DEVİR,Başlama Tarihi,5
1744,5449 S.K. 18. MD. (KALKINMA AJANSLARI) GEREĞİNCE HİZMET DEĞERLENDİRİLMESİ,Başlama Tarihi,5
1745,5449 S.K. 18. MD. (KALKINMA AJANSLARI) GEREĞİNCE GÖREVE BAŞLAMA VE HİZMET DEĞER.,Başlama Tarihi,1
1746,YEVMİYELİ KADRODAN 657 S.K. TABİ KADROYA GEÇEREK EMEKLİ SANDIĞI İLE İLGİLENDİRİLDİ,Başlama Tarihi,1
1747,SÖZLEŞME FESHİ (SAĞLIK-1 YILDA 3 AYDAN FAZLA HAVA DEĞ.)(3269 S.K. MD.10 VE UZ.ERB YNT. 17.MD.)  ,Bitiş Tarihi,2
1748,SÖZLEŞME FESHİ (SAĞLIK)(3269 S.K.5.MD. VE UZ.ERBAŞ YNT.12.MD.) ,Bitiş Tarihi,2
1749,SÖZLEŞME FESHİ (YENİLEMEME-ŞAHIS)(3269 S.K.12.MD.(UZ.ERBAŞ YNT.13.MD.) ,Bitiş Tarihi,2
1750,SÖZLEŞME FESHİ (YENİLEMEME-İDARE)(3269 S.K.12.MD.(UZ.ERBAŞ YNT.13.MD.) ,Bitiş Tarihi,2
1751,SÖZLEŞME FESHİ (ŞAHIS-KADRO GÖREV YER KALD./SINIF DEĞ.)(3269 S.K.16.MD.UZ.ERBAŞ YNT.19.MD.),Bitiş Tarihi,2
1752,"RÜTBE BEKLEME SÜRESİ UZADI (926 S.K.MD.27,30,36 VE SB.MES.PR.YNT.) ",Başlama Tarihi,5
1753,"KADEME İLERLEMESİ YAPILAMADI (AÇIK/TUTUKLU/FİRAR)(926 S.K. 65.MD VE SB.SİCİL YNT.69,70,71,72,73) ",Başlama Tarihi,5
1754,"RÜTBE KIDEMLİLİK ONANMADI (AÇIK/TUTUKLU/FİRAR)(926 S.K. 65 VE SB.SİCİL YNT. 81,82,83) ",Başlama Tarihi,5
1755,"RÜTBE TERFİ EDEMEDİ (AÇIK/TUTUKLU/FİRAR)(926 S.K.65.MD VE SB.SİCİL YNT.37,57,58,59,60)",Başlama Tarihi,5
1756,AÇIKTAN ATANMA (2547/33. MD. GEREĞİ ÖYP KAPSAMINDA) ,Başlama Tarihi,1
1757,AÇIKTAN ATANMA (2547/50.d MD. GEREĞİ TUS ÖĞRENCİSİ)  ,Başlama Tarihi,1
1758,AÇIKTAN ATANMA (2547/50.d MD GEREĞİ DUS ÖĞRENCİSİ) ,Başlama Tarihi,1
1759,AÇIKTAN ATANMA (2547/31. MD. GEREĞİ ) ,Başlama Tarihi,1
1760,AÇIKTAN ATANMA (2547/32 MD. GEREĞİ ),Başlama Tarihi,1
1761,AÇIKTAN ATANMA (2547/33-e MD. GEREĞİ ) ,Başlama Tarihi,1
1762,AÇIKTAN ATANMA (2547/23. MD. GEREĞİ ) ,Başlama Tarihi,1
1763,AÇIKTAN ATANMA (2547/25 MD. GEREĞİ ),Başlama Tarihi,1
1764,AÇIKTAN ATANMA (2547/26 MD. GEREĞİ ) ,Başlama Tarihi,1
1765,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) 2547/33.MD. GEREĞİ) ,Başlama Tarihi,5
1766,NAKLEN TAYİN GİDEN (KAMU İDARESİ DIŞI) 2547/33. MD. GEREĞİ) ,Bitiş Tarihi,6
1767,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) 2547/50-d MD. GEREĞİ) ,Başlama Tarihi,5
1768,NAKLEN TAYİN GİDEN (KAMU İDARESİ DIŞI) 2547/50-d MD. GEREĞİ),Bitiş Tarihi,6
1769,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) 2547/50-d MD. GEREĞİ TUS ÖĞRENCİSİ) ,Başlama Tarihi,5
1770,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) 2547/50-d MD. GEREĞİ DUS ÖĞRENCİSİ),Başlama Tarihi,5
1771,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) 2547/33. MD. GEREĞİ ÖYP KAPSAMINDA),Başlama Tarihi,5
1772,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) 2547/31 MD. GEREĞİ) ,Başlama Tarihi,5
1773,NAKLEN TAYİN GİDEN (KAMU İDARESİ DIŞI) 2547/31. MD. GEREĞİ) ,Bitiş Tarihi,6
1774,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) 2547/32. MD. GEREĞİ) ,Başlama Tarihi,5
1775,NAKLEN TAYİN GİDEN (KAMU İDARESİ DIŞI) 2547/32. MD. GEREĞİ),Bitiş Tarihi,6
1776,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) 2547/33-e MD. GEREĞİ),Başlama Tarihi,5
1777,NAKLEN TAYİN GİDEN (KAMU İDARESİ DIŞI) 2547/33-e MD. GEREĞİ) ,Bitiş Tarihi,6
1778,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) 2547/23. MD. GEREĞİ) ,Başlama Tarihi,5
1779,NAKLEN TAYİN GİDEN (KAMU İDARESİ DIŞI) 2547/23. MD. GEREĞİ) ,Bitiş Tarihi,6
1780,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) 2547/25. MD. GEREĞİ) ,Başlama Tarihi,5
1781,NAKLEN TAYİN GİDEN (KAMU İDARESİ DIŞI) 2547/25. MD. GEREĞİ) ,Bitiş Tarihi,6
1782,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) 2547/26. MD. GEREĞİ),Başlama Tarihi,5
1783,NAKLEN TAYİN GİDEN (KAMU İDARESİ DIŞI) 2547/26. MD. GEREĞİ),Bitiş Tarihi,6
1784,657 S.K. 36. MD. A BEND. 6-B VE C BEND. 3. FIK. İNTİBAKI,Başlama Tarihi,5
1785,657 S.K. 36. MD. A BEND. 1. VE 6-B FIKRASI İLE C BEND. 3. FIK. İNTİBAKI,Başlama Tarihi,5
1786,657 S.K. 36. MD. A BEND. 6-B VE C BEND. 1. FIKRASI HİZ. DEĞ.,Başlama Tarihi,5
1787,5648 S.K.14. MD. 5. FIK. GER. TARIM VE KIRSAL KAL. DES. KUR GÖREV. NED. AYLIKSIZ İZİNE AYRILMA,Bitiş Tarihi,6
1788,5648 S.K. 14. MD. 7. FIK. GER. AYLIKSIZ İZİN DÖNÜŞÜ GÖREVE BAŞLAMA,Başlama Tarihi,5
1789,UNVAN VE EK GÖSTERGE DEĞİŞİKLİĞİ (5916 S.K. 17. MD. GEREĞİ) ,Başlama Tarihi,5
1790,KURUM ADI DEĞİŞİKLİĞİ (634 S.K.H.K.  GEREĞİ) ,Başlama Tarihi,5
1791,UNVAN DEĞİŞİKLİĞİ  (634 S.K.H.K.  GEREĞİ ),Başlama Tarihi,5
1792,AÇIKTAN ATANMA (657 S.K. 36/A-5 VE A-9 FIK. GEREĞİ),Başlama Tarihi,1
1793,AÇIKTAN ATANMA (657 S.K. 36/A-2 VE A-9 FIK. GEREĞİ),Başlama Tarihi,1
1794,AÇIKTAN ATANMA (TEKRAR)(657 S.K. 84. MD. ASKERLİK İLE 5434 S.K. EK 18. MD. GEREĞİ SİG. HİZ.DEĞ.),Başlama Tarihi,1
1795,657 S.K. 36. MD. A BEND. 12-D FIK. (ÖĞRENİM DEĞ.) VE A BEND. 4 FIKR. (ÖNLİSANS),Başlama Tarihi,5
1796,657 S.K. 36. MD. A BEND. 12-D FIK. (ÖĞRENİM DEĞ.) VE A BEND. 4 FIKR. (LİSANS),Başlama Tarihi,5
1797,İDARİ GÖREVİNDEN AYRILMA,Bitiş Tarihi,6
1798,AÇIKTAN ATANMA (TEKRAR) VE 657 S.K. 36/A-1 FIK. (AV. STAJI) DEĞERLENDİRİLDİ,Başlama Tarihi,1
1799,6360 S.K. GEREĞİ TÜZEL KİŞİLİĞİN KALDIRILMASI NEDENİYLE  DEVİR,Bitiş Tarihi,6
1800,6360 S.K. GEREĞİ DEVİR NEDENİYLE GÖREVE BAŞLAMA,Başlama Tarihi,5
1801,NAKLEN TAYİN GİDEN (KAMU İDARESİ DIŞI) (6360 S.K. GEREĞİ - 4046 S.K. 22. MD. GÖRE),Bitiş Tarihi,6
1802,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) (6360 S.K. GEREĞİ - 4046 S.K. 22. MD. GÖRE),Başlama Tarihi,5
1803,UNVAN DEĞİŞİKLİĞİ (UNVAN DEĞİŞİKLİĞİ SINAVINA GÖRE),Başlama Tarihi,5
1804,2547 S.K. 36. MD. 2. FIK. GEREĞİ TAM ZAMANLIDAN KISMİ STATÜYE GEÇİŞ,Başlama Tarihi,5
1805,2547 S.K. 36. MD. 2. FIK. GEREĞİ KISMİ STATÜ GÖREV SÜRESİNİN UZATILMASI,Başlama Tarihi,5
1806,2547 S.K. 36. MD. 2. FIK. GEREĞİ KISMİ STATÜDEN TAM ZAMANLI STATÜYE GEÇİŞ,Başlama Tarihi,5
1807,SÖZLEŞMELİ ASTSUBAYLIKTAN MUVAZZAF ASTSUBAYLIĞA GEÇİŞ (4678 S.K. 11. MD.),Başlama Tarihi,5
1808,2012/3987 S. B.K.K. GEREĞİ KADRO DERECE DEĞİŞİKLİĞİ,Başlama Tarihi,5
1809,SÖZLEŞME FESHİ (YAŞ HADDİ)(3269 S.K. 5. MD. VE UZ.ERBAŞ YNT. 12. MD.),Bitiş Tarihi,2
1810,PROFESÖRLÜK KADROSUNDA 4 YILI DOLDURMA (2914 S.K. DEĞİŞİK 4048 S.K. 3. MD. GEREĞİ),Başlama Tarihi,5
1811,5671. S.K. 3 MD. 6 FIKRA GEREĞİ AYLIKSIZ İZİNLİ İKEN KURUMDA GÖREVLİ AYRILIŞ,Bitiş Tarihi,6
1812,5671. S.K. 3 MD. 6 FIKRA GEREĞİ AYLIKSIZ İZİNLİ İKEN KURUMA BAŞLAYIŞ,Başlama Tarihi,5
1813,2560 S.K. 3305 S.K. EKLENEN EK GEÇİCİ 4. MD. GEREĞİNCE DEVİR  ,Başlama Tarihi,5
1814,YÜKSEK PLANLAMA KURULU KARARI İLE DEVİR,Başlama Tarihi,5
1815,ÖĞRETİM ÜYESİ YETİŞTİRME PROGRAMINA İLİŞKİN USUL VE ESASLAR 7. MD. 5. BENDİ GEREĞİ İLİŞİK KESME,Bitiş Tarihi,2
1816,AÇIKTAN ATANMA (2547/33-A MD. GEREĞİ-ARAŞTIRMA GÖREVLİSİ ) ,Başlama Tarihi,1
1817,AÇIKTAN ATANMA (TEKRAR) (2547/33-A MD. GEREĞİ ARAŞTIRMA GÖREVLİSİ - ÖYP),Başlama Tarihi,1
1818,2547 SAYILI KANUNDAN 657 SAYILI KANUNA GEÇİŞ,Başlama Tarihi,5
1819,NAKLEN TAYİN GİDEN (KAMU İDARESİ İÇİ) (DOLU KADRO AKTARIMI)(TENKİS-TAHSİS),Bitiş Tarihi,6
1820,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) (DOLU KADRO AKTARIMI)(TENKİS-TAHSİS),Başlama Tarihi,5
1821,ATANMA (ENSTİTÜ MÜDÜR YARDIMCISI 2547/19-b MD. GEREĞİ GÖREVDE İKEN),Başlama Tarihi,5
1822,YÖNETİM KURULU ÜYELİĞİNİN SONA ERMESİ (ASLİ GÖREVİ DEVAM EDEN),Bitiş Tarihi,6
1823,5283 S.K. GEREĞİ SAĞLIK BİRİMLERİNİN SAĞLIK BAK. DEVRİ NEDENİYLE KURUMDAN AYRILIŞ,Bitiş Tarihi,6
1824,399 S.K.H.K. 13. MD. GEREĞİNCE GÖREVİNDEN ÇEKİLME,Bitiş Tarihi,2
1825,MAHKEME KARARI GEREĞİ İNTİBAK (657 S.K. 71. MD. BEKLETİLME İPTALİ),Başlama Tarihi,5
1826,FYO ÖĞRENCİSİ (ASKERİ ÖĞRENCİ),Başlama Tarihi,1
1827,633 S.K.H.K. GEREĞİ DEVİR,Başlama Tarihi,5
1828,UNVAN DEĞİŞİKLİĞİ (6353 S.K. GEREĞİ),Başlama Tarihi,5
1829,NAKİL TAYİN GİDEN (K.K.K.),Bitiş Tarihi,6
1830,ER ÖĞRETMEN OLARAK ASKERLİĞİNİ YAPMAK ÜZERE GÖREVDEN AYRILIŞ,Bitiş Tarihi,2
1831,ER ÖĞRETMEN OLARAK ASKERLİĞİNİ TAMAMLAYARAK TEKRAR GÖREVE BAŞLAMA,Başlama Tarihi,1
1832,YEDEK SUBAY ÖĞRETMEN OLARAK ASKERLİĞİNİ YAPMAK ÜZERE GÖREVDEN AYRILIŞ,Bitiş Tarihi,2
1833,YEDEK SUBAY ÖĞRETMEN OLARAK ASKERLİĞİNİ TAMAMLAYARAK TEKRAR GÖREVE BAŞLAMA,Başlama Tarihi,1
1834,633 S.K.H.K. 2 SAY. CET. SÖZLEŞ. POZ. İÇİN SÖZLEŞME YAPILMASI NEDENİYLE ÇALIŞTIĞI BİRİMDEN AYRILIŞ,Bitiş Tarihi,6
1835,633 S.K.H.K. 2 SAY. CET. SÖZLEŞ. POZ. SÖZLEŞME FESHİ NEDENİYLE ÇALIŞTIĞI BİRİMDE BAŞLAMA,Başlama Tarihi,5
1836,633 S.K.H.K. 2 SAY. CET. SÖZLEŞ. POZ. İÇİN SÖZLEŞME YAPILMASI NEDENİYLE SÖZLEŞMELİ POZ. BAŞLAYIŞ,Başlama Tarihi,5
1837,633 S.K.H.K. 2 SAY. CET. SÖZLEŞ. POZ. SÖZLEŞME FESHİ NEDENİYLE SÖZLEŞMELİ POZ. AYRILIŞ,Bitiş Tarihi,6
1838,AÇIKTAN ATANMA (657 S.K. 36/A-5 VE 6-B FIK. GEREĞİ),Başlama Tarihi,1
1839,4924 S.K. 9. MD. GEREĞİNCE SÖZLEŞMELİ STATÜYE GEÇİŞ NED. AYRILIŞ,Bitiş Tarihi,6
1840,4924 S.K. 9. MD. GEREĞİNCE KADROLU STATÜYE GEÇİŞ NED. GÖREVE BAŞLAMA,Başlama Tarihi,5
1841,AÇIKTAN ATANMA (1750 S.K. 30. MD. UYARINCA),Başlama Tarihi,1
1842,ATANMA (ASİSTAN 1750 S.K. 30. MD. UYARINCA GÖREVDE İKEN),Başlama Tarihi,5
1843,LEHE NASIP DÜZELTMESİ (6336 S.K. 13-15. MD. TIPTA UZMANLIK),Başlama Tarihi,5
1844,NAKLEN TAYİN GİDEN (KAMU İDARESİ İÇİ)(MSB YER DEĞ.YÖN. 10. MD. 3.FIK. UYARINCA ),Bitiş Tarihi,6
1845,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ)(MSB YER DEĞ.YÖN. 10. MD. 3.FIK. UYARINCA ),Başlama Tarihi,5
1846,ATANMA (3269 S.K. 5.MD. UYARINCA SİVİL MEMURLUĞA),Başlama Tarihi,1
1847,EK GÖSTERGE DEĞİŞİKLİĞİ (6487 S.K. 13. MD. GEREĞİ),Başlama Tarihi,5
1848,TIPTA VE DİŞ HEKİMLİĞİNDE UZMANLIK EĞİTİMİ YÖN. 27.MD. 3. FIK. UYA. AYLIKSIZ İZNE AYRILDI,Bitiş Tarihi,2
1849,4046 S.K. 22. VE GEÇ. 9. MD. UYARINCA ATANMA İNTİBAK VE 5510 4/c BENDİ İLE İLGİLENDİRİLME,Başlama Tarihi,1
1850,KADEME İLERLEMESİ (EK VII SAYILI CET. İNTİBAK 3 KADEME)(499 SKHK TSK K. EK GEÇ. 66. MD),Başlama Tarihi,5
1851,KADEME İLERLEMESİ (EK VII SAYILI CET. İNTİBAK 1 KADEME)(499 SKHK TSK K. EK GEÇ. 67. MD),Başlama Tarihi,5
1852,SÖZLEŞMELİ OLARAK ATANMA (5510 S.K. 4/c BENDİNE TABİ),Başlama Tarihi,1
1853,657 S.K. 36. MD. A BEND. 9. FIK. VE 6-B FIK. DEĞ. (MASTER- YÜKSEK LİSANS VE HAZIRLIK SIN.),Başlama Tarihi,5
1854,SINIF DEĞİŞİKLİĞİ (2013/5002 SAYILI B.K.K. GEREĞİ),Başlama Tarihi,5
1855,AÇIKTAN ATANMA (657 S.K. 36/A-6(b) VE 5434 S.K. EK 82.MAD. UYA. HİZ.DEĞ.),Başlama Tarihi,1
1856,"AÇIKTAN ATANMA (657 S.K. 36/A-6(b), A-9.MD. VE 5434 S.K. EK 82 .MAD. UYA. HİZ.DEĞ)",Başlama Tarihi,1
1857,657 S.K. GEÇ. 41. MD.  SÖZ. İKEN KADROYA ATANDI. SÖZ. SÜRE İNTİBAKINDA DEĞ. (6495 S.K.),Başlama Tarihi,1
1858,657 S.K. GEÇ. 41. MD. UYARINCA SÖZLEŞMELİ İKEN KADROYA ATANDI. (6495 S.K.),Başlama Tarihi,1
1859,657 S.K. GEÇ. 41. MD. UYARINCA  SÖZLEŞMELİ SÜRESİ İNTİBAKINDA DEĞERLENDİRİLDİ. (6495 S.K.),Başlama Tarihi,5
1860,657 S.K. GEÇ. 41. MD. SÖZ. İKEN KADROYA ATANDI. SÖZ. SÜRE VE ASK. HİZ. İNT. DEĞ. (6495 S.K.),Başlama Tarihi,1
1861,"657 S.K. GEÇ. 41. MD. SÖZ. İKEN KADROYA ATANDI.SÖZ. SÜRE, ASK VE 5434 EK 18. İNT. DEĞ. (6495 S.K.)",Başlama Tarihi,1
1862,"657 S.K. GEÇ. 41. MD. SÖZ. İKEN KADROYA ATANDI.SÖZ. SÜRE, 5434 EK 18. MD. İNT. DEĞ. (6495 S.K.)",Başlama Tarihi,1
1863,657 S.K. GEÇ. 41. MD. UYARINCA SÖZLEŞMELİ SÜRE VE ASKERLİK HİZ. İNT. DEĞ. (6495 S.K.),Başlama Tarihi,5
1864,"657 S.K. GEÇ. 41.MD.UYARINCA SÖZLEŞMELİ SÜRE, ASK. VE 5434 EK 18. MD. İNT. DEĞ. (6495 S.K.)",Başlama Tarihi,5
1865,657 S.K. GEÇ. 41. MD. UYARINCA SÖZLEŞMELİ SÜRE VE 5434 EK 18. MD. İNT. DEĞ. (6495 S.K.),Başlama Tarihi,5
1866,"657 S.K. GEÇ. 41.MD. GR. KADROYA ATANDI.SÖZ.SÜRE, ASKERLİK VE 36/C-2  HİZ. DEĞ. (6495 S.K.)",Başlama Tarihi,1
1867,657 S.K. GEÇ. 41.MD. GR. KADROYA ATANDI. SÖZ.SÜRE VE 36/C-2  HİZ. DEĞ. (6495 S.K.),Başlama Tarihi,1
1868,"657 S.K. GEÇ. 41.MD. GR. KADROYA ATANDI. SÖZ.SÜRE, ASKERLİK VE 36/C-1  HİZ. DEĞ. (6495 S.K.)",Başlama Tarihi,1
1869,657 S.K. GEÇ. 41.MD. GR. KADROYA ATANDI. SÖZ.SÜRE VE 36/C-1  HİZ. DEĞ. (6495 S.K.),Başlama Tarihi,1
1870,657 S.K. GEÇ. 41. MD. UYA. 36. MD. A BEND. 12-D FIK. (ÖĞR. DEĞ.) VE ASK. HİZ. İNT. DEĞ. (6495 S.K.),Başlama Tarihi,5
1871,657 S.K. GEÇ. 41. MD. UYA. 36. MD. A BEND. 12-D FIK. HİZMET VE ASK. HİZ. İNT. DEĞ. (6495 S.K.),Başlama Tarihi,5
1872,663 S.K GEÇ. 18 MD. UYA. KADROYA ATANDI. (6495  S.K),Başlama Tarihi,1
1873,663 S.K GEÇ. 18 MD. UYA. VEKİLLİKTEN KADROYA ATANMA  (6495  S.K),Başlama Tarihi,5
1874,663 S.K GEÇ. 18 MD. UYA. VEKİLLİK SÜRESİNİN SONA ERMESİ NEDENİYLE AYRILIŞ  (6495  S.K),Bitiş Tarihi,6
1875,AÇIKTAN ATANMA (657 S.K 71. VE 92. MD. GEREĞİ YENİDEN ATANMA),Başlama Tarihi,1
1876, 657 S.K. GEÇ. 41.MD. GR. KADROYA ATANDI. SÖZ.SÜRE VE 657 S.K. 36. MD. A BEND. 9. FIK. (6495 S.K.),Başlama Tarihi,1
1877,"657 S.K.GEÇ. 41.MD.GR.KADROYA ATANDI.SÖZ.SÜRE, ASK.VE 657 S.K. 36.MD.A BEND.9.FIK.(6495 S.K.)",Başlama Tarihi,1
1878,657 S.K. GEÇ. 37. MD. UYA. SÖZ. İKEN KADROYA ATANDI. İLGİSİ DEVAM ETTİRİLDİ.(632 S.K.H.K.),Başlama Tarihi,5
1879,657 S.K. GEÇ. 41. MD. UYA. SÖZ. İKEN KADROYA ATANDI. İLGİSİ DEVAM ETTİRİLDİ.(6495 S.K.),Başlama Tarihi,5
1880,ATANMA (ARAŞTIRMA GÖREVLİSİ 2547/33-50. MD. GEREĞİ GÖREVDE İKEN) (ÖYP KAPSAMINDA),Başlama Tarihi,5
1881,KADEME İLERLEMESİ (EK-VIII SAYILI CETVELE İNTİBAK 3 KADEME) (1923 S.K. 52.MD.),Başlama Tarihi,5
1882,"657 S.K.GEÇ. 41.MD.GR.KADROYA ATANDI. SÖZ.SÜRE, ASK.VE 657 S.K. 36.MD.A BEND.6/B FIK. (6495 S.K.)",Başlama Tarihi,1
1883,657 S.K.GEÇ. 41.MD.GR.KADROYA ATANDI. SÖZ.SÜRE VE 657 S.K. 36.MD.A BEND.6/B FIK. (6495 S.K.),Başlama Tarihi,1
1884,657 S.K. GEÇ. 41.MD. GR. KADROYA ATANDI. SÖZ.SÜRE VE 36/C-3 HİZ. DEĞ. (6495 S.K.),Başlama Tarihi,1
1885,"657 S.K. GEÇ. 41.MD. GR. KADROYA ATANDI. SÖZ.SÜRE, ASK. VE 36/C-3 HİZ. DEĞ. (6495 S.K.)",Başlama Tarihi,1
1886,ÖN SÖZLEŞME FESHİ (ASKERİ EĞİTİMİN 1/3ÜNE KATILMAMAK) (6191 S.K. 6. MD.),Bitiş Tarihi,2
1887,657 S.K. GEÇ. 41. MD.  UYA. KAD. ATANDI. SÖZ. SÜRE VE 657 S.K. 36/A-1 İNTİBAKI YAPILDI (6495 S.K.),Başlama Tarihi,1
1888,"657 S.K. GEÇ. 41.MD. UYA. KADROYA ATANDI.SÖZ., ASK. VE 657 S.K. 36/A-1  HİZ. İNT. DEĞ. (6495 S.K.)",Başlama Tarihi,1
1889,"657 S.K. GEÇ. 41.MD. UYA. KAD. ATANDI.SÖZ, ASK. 657 S.K. 36/A-1,A-6-b  HİZ. İNT. DEĞ.(6495 S.K.)",Başlama Tarihi,1
1890,"657 S.K. GEÇ. 41.MD. UYA.  KAD. ATANDI.SÖZ , 657 S.K. 36/A-1 VE A-6-b   HİZ. İNT. DEĞ. (6495 S.K.)",Başlama Tarihi,1
1891,"657 S.K. GEÇ. 41.MD. UYA. KAD.ATANDI.SÖZ, ASK. 657 S.K. 36/A-1, A-9, A-6-b HİZ. İNT. DEĞ.(6495 S.K.)",Başlama Tarihi,1
1892,"657 S.K. GEÇ. 41.MD. UYA. KAD. ATANDI. SÖZ., 657 S.K. 36/A-9 VE A-6-b   HİZ. İNT. DEĞ. (6495 S.K.)",Başlama Tarihi,1
1893,"657 S.K. GEÇ. 41.MD.UYA.  KAD. ATANDI. SÖZ, ASK, 657 S.K. 36/A-9, A-6-b  HİZ. İNT. DEĞ.(6495 S.K.)",Başlama Tarihi,1
1894,"657 S.K.GEÇ. 41.MD. UYA. KAD. ATANDI. SÖZ., 657 S.K. 36/A-6-b  VE A-9 HİZ. İNT. DEĞ. (6495 S.K.)",Başlama Tarihi,1
1895,"657 S.K.GEÇ. 41.MD. UYA. KAD. ATANDI. SÖZ., ASK. 657 S.K. 36/A-6-b VE A-9 HİZ. İNT. DEĞ. (6495 S.K.)",Başlama Tarihi,1
1896,657 S.K. GEÇ. 41. MD. UYA. KADROYA ATANDI. SÖZ. SÜRELERİ VE ÖNCEKİ HİZMETLERİ İNT. DEĞ.,Başlama Tarihi,1
1897,AÇIK SÜRESİ SONUNDA (657/144. MD. GEREĞİ) GÖREVE İADE EDİLDİ,Başlama Tarihi,1
1898,6428 S.K. UYARINCA KADRO DÜZENLEMESİ,Başlama Tarihi,5
1899,UNVAN DEĞİŞİKLİĞİ (GÖREVDE YÜKSELME SINAVI) VE 657 S.K. 68/B MD.,Başlama Tarihi,5
1900,UNVAN DEĞİŞİKLİĞİ (GÖREVDE YÜKSELME SINAVI) VE 657 S.K. DEĞ. 67. MD.,Başlama Tarihi,5
1901,"657 S.K. GEÇ. 41.MD. UYA. KAD.ATANDI.SÖZ SÜRE, 657 S.K. 36/A-1, A-9, A-6-b HİZ. İNT. DEĞ.(6495 S.K.)",Başlama Tarihi,1
1902,VEKİL ŞEHİR PLANCISI OLARAK ATANMA,Başlama Tarihi,1
1903,VEKİL ŞEHİR PLANCISI SÜRESİNİN SONA ERMESİ,Bitiş Tarihi,2
1904,VEKİL KİMYAGER OLARAK ATANMA,Başlama Tarihi,1
1905,VEKİL KİMYAGERLİK SÜRESİNİN SONA ERMESİ,Bitiş Tarihi,2
1906,657 S.K. GEÇ. 41. MD. UYA. KAD. ATANDI. SÖZ. SÜRE VE 657 S.K. 36/A-2 FIK. HİZ. İNT. DEĞ. (6495 S.K.),Başlama Tarihi,1
1907,657 S.K. GEÇ. 41. MD. UYA. KAD. ATANDI. SÖZ. SÜRE VE 657 S.K. 36/A-4 FIK. HİZ. İNT. DEĞ. (6495 S.K.),Başlama Tarihi,1
1908,657 S.K. GEÇ. 41. MD. UYA. KAD. ATANDI. SÖZ. SÜRE VE 657 S.K. 36/A-5 FIK. HİZ. İNT. DEĞ. (6495 S.K.),Başlama Tarihi,1
1909,"657 S.K. GEÇ. 41. MD. UYA. KAD. ATANDI. SÖZ. SÜRE VE 657 S.K. 36/A-2, A-9 FIK. İNT. DEĞ. (6495 S.K.)",Başlama Tarihi,1
1910,"657 S.K. GEÇ. 41. MD. UYA. KAD. ATANDI. SÖZ. SÜRE VE 657 S.K. 36/A-5, A-9 FIK. İNT. DEĞ. (6495 S.K.)",Başlama Tarihi,1
1911,SINIF VE UNVAN DEĞİŞİKLİĞİ (GÖREVDE YÜKSELME SINAVI),Başlama Tarihi,5
1912,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) BİRİM VE UNVAN DEĞİŞİKLİĞİ,Başlama Tarihi,5
1913,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) BİRİM VE UNVAN DEĞİŞİKLİĞİ,Başlama Tarihi,5
1914,"NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) BİRİM, SINIF VE UNVAN DEĞİŞİKLİĞİ",Başlama Tarihi,5
1915,"NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) BİRİM, SINIF VE UNVAN DEĞİŞİKLİĞİ",Başlama Tarihi,5
1916,AYLIKSIZ İZİNDE İKEN NAKLEN TAYİN SONRASI BAŞLAMA (FİİLEN GÖREVE BAŞLAMAYAN)(KAMU İDARESİ DIŞI),Başlama Tarihi,5
1917,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) (MÜFETTİŞ RAPORUNA İSTİNADEN),Başlama Tarihi,5
1918,657 S.K. 36. MD. C BEND. 2. ve 6. FIK. HİZ. DEĞ.,Başlama Tarihi,5
1919,AÇIKTAN ATANMA (2547 S.K.)(657/84.MD. ASK. 5434/EK 18.MD. SİG. HİZ.DEĞ.),Başlama Tarihi,1
